client_id,variation,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
973942,Test,26.0,323.0,49,F,3.0,92175.01,1.0,4.0
1378058,Test,21.0,252.0,40,U,2.0,70091.86,4.0,7.0
6421088,Control,14.0,178.0,22,U,2.0,65264.8,6.0,9.0
3249253,Test,8.0,96.0,51,M,2.0,106284.08,4.0,8.0
6206582,Control,21.0,252.0,43,F,2.0,129093.94,2.0,5.0
9833183,Control,12.0,153.0,30,M,2.0,24798.83,1.0,4.0
8707405,Control,27.0,329.0,67,U,2.0,581528.37,1.0,4.0
3090130,Control,6.0,83.0,60,U,2.0,373823.1,6.0,9.0
3913632,Test,16.0,196.0,49,F,2.0,68017.51,5.0,8.0
4730117,Test,5.0,67.0,30,U,2.0,35786.28,4.0,7.0
3350906,Control,5.0,68.0,55,U,2.0,88627.18,2.0,5.0
4553178,Test,20.0,251.0,18,F,2.0,33918.6,1.0,4.0
250645,Test,15.0,191.0,52,F,3.0,194063.35,6.0,9.0
7434363,Test,5.0,67.0,28,F,2.0,49336.24,3.0,6.0
626497,Test,5.0,70.0,52,U,2.0,54069.83,1.0,4.0
9868939,Test,11.0,136.0,68,M,2.0,34293.509999999995,2.0,5.0
4486779,Control,14.0,172.0,47,F,2.0,36317.97,2.0,5.0
2821818,Test,7.0,87.0,28,F,2.0,62276.16,3.0,6.0
4288230,Control,11.0,136.0,69,F,2.0,60459.33,2.0,5.0
9648153,Test,4.0,59.0,26,U,2.0,36553.22,2.0,5.0
5975818,Control,21.0,257.0,59,M,2.0,30049.21,2.0,5.0
2686029,Control,16.0,202.0,69,F,2.0,87864.42,0.0,3.0
9918970,Test,14.0,178.0,40,M,2.0,83195.0,5.0,8.0
7607012,Test,16.0,192.0,38,F,2.0,48867.08,2.0,5.0
6666315,Control,8.0,102.0,35,U,2.0,44898.92999999999,2.0,5.0
9587157,Control,4.0,58.0,26,U,2.0,51688.15,6.0,9.0
1518623,Control,22.0,270.0,75,M,2.0,68776.45,4.0,7.0
628431,Control,13.0,166.0,58,M,2.0,170562.2,6.0,9.0
6298044,Test,22.0,270.0,58,M,3.0,150004.61,6.0,9.0
3892524,Test,6.0,76.0,57,M,2.0,24089.69,1.0,4.0
5356143,Test,13.0,167.0,37,F,2.0,71208.58,5.0,8.0
1829520,Control,15.0,190.0,42,F,3.0,286237.76,5.0,8.0
8691702,Test,12.0,153.0,64,M,2.0,44433.71,0.0,3.0
3422366,Test,10.0,126.0,24,F,2.0,25128.2,1.0,4.0
3386736,Control,15.0,187.0,62,F,2.0,75120.15,3.0,6.0
1932116,Test,10.0,123.0,38,F,2.0,91693.29,2.0,5.0
2160088,Control,12.0,144.0,36,F,2.0,51360.42,1.0,4.0
8570885,Test,5.0,71.0,34,M,2.0,38529.22,6.0,9.0
2934858,Test,15.0,191.0,72,F,2.0,48853.9,3.0,6.0
1280370,Control,29.0,359.0,48,U,2.0,71871.91,0.0,3.0
6147069,Control,12.0,155.0,68,M,4.0,1223545.8099999998,6.0,9.0
239815,Control,4.0,56.0,52,M,2.0,610818.28,6.0,9.0
4882149,Control,9.0,118.0,42,U,2.0,65257.38,6.0,9.0
5146309,Test,16.0,193.0,44,M,2.0,63569.1,6.0,9.0
6464993,Test,5.0,63.0,56,M,2.0,64845.81,6.0,9.0
1272121,Test,18.0,224.0,50,M,2.0,181264.04,4.0,7.0
4960297,Control,32.0,394.0,82,F,3.0,264057.46,6.0,9.0
2647853,Test,5.0,70.0,24,U,2.0,47076.92,5.0,8.0
1830238,Test,6.0,75.0,26,U,3.0,85225.48999999999,0.0,3.0
8602447,Control,22.0,264.0,46,F,2.0,131062.71,4.0,7.0
7848806,Test,14.0,169.0,64,M,2.0,94432.55,4.0,7.0
1259337,Test,9.0,119.0,30,F,4.0,152221.22,4.0,7.0
7435132,Control,14.0,170.0,54,F,3.0,60073.64,3.0,6.0
3283339,Test,13.0,157.0,53,U,2.0,31515.47,1.0,4.0
3136386,Control,4.0,52.0,52,F,2.0,75698.82,4.0,7.0
9663163,Control,5.0,61.0,60,F,2.0,746740.42,3.0,6.0
394951,Control,5.0,66.0,20,U,2.0,27855.75,1.0,4.0
3860703,Control,21.0,255.0,54,F,2.0,33231.79,0.0,3.0
1779400,Control,12.0,153.0,61,F,2.0,40977.5,0.0,3.0
4355587,Test,15.0,191.0,56,F,2.0,25148.29,0.0,3.0
1892394,Control,4.0,57.0,24,U,2.0,36540.77,2.0,5.0
7088127,Control,37.0,454.0,64,F,2.0,41109.49,1.0,4.0
5888619,Control,9.0,110.0,30,M,3.0,99862.55,4.0,7.0
2132417,Test,4.0,56.0,24,U,2.0,34151.96,5.0,8.0
3803353,Test,20.0,250.0,74,M,3.0,86337.68,5.0,8.0
9811778,Test,6.0,76.0,62,M,2.0,69733.34,0.0,3.0
5767944,Control,29.0,359.0,64,F,3.0,62738.22,4.0,7.0
4493022,Test,6.0,82.0,66,U,2.0,34157.19,1.0,4.0
382317,Test,4.0,58.0,47,U,2.0,46084.95,5.0,8.0
4344684,Test,7.0,85.0,66,U,3.0,157826.45,5.0,8.0
4008010,Control,13.0,167.0,34,F,2.0,25292.72,2.0,5.0
2150124,Control,15.0,187.0,48,M,2.0,54211.37,4.0,7.0
2361862,Control,8.0,98.0,44,F,2.0,29502.15,4.0,7.0
7695829,Control,6.0,72.0,36,U,2.0,61531.04,0.0,3.0
1672423,Test,7.0,85.0,48,U,2.0,36156.56,0.0,3.0
5304521,Test,7.0,91.0,24,M,2.0,26063.63,1.0,4.0
8530430,Test,17.0,208.0,60,M,2.0,77118.4,6.0,9.0
6253845,Test,7.0,95.0,46,U,2.0,76250.25,4.0,7.0
7485074,Control,5.0,71.0,59,U,2.0,41679.75,0.0,3.0
2405269,Test,13.0,159.0,30,M,2.0,53722.12,3.0,6.0
9904207,Test,4.0,58.0,26,U,2.0,28818.96,1.0,4.0
6446147,Control,6.0,73.0,29,U,3.0,62674.32,2.0,5.0
7889081,Test,5.0,65.0,60,U,2.0,297565.88,2.0,5.0
3506232,Control,13.0,167.0,46,M,2.0,44226.41,1.0,4.0
6464435,Test,14.0,178.0,44,F,2.0,40992.01,2.0,5.0
6864702,Test,24.0,289.0,76,M,3.0,635961.15,0.0,3.0
4430346,Test,9.0,109.0,52,F,2.0,109371.44,4.0,7.0
5960735,Control,23.0,277.0,52,M,2.0,125874.27,2.0,5.0
6568274,Test,22.0,265.0,26,M,2.0,38952.03,1.0,4.0
4360757,Test,17.0,209.0,39,M,2.0,184502.83,0.0,3.0
9455946,Test,5.0,60.0,26,U,2.0,31293.85,3.0,6.0
8666597,Test,18.0,224.0,65,M,2.0,54358.02,4.0,7.0
1332575,Test,8.0,107.0,52,M,2.0,52701.17999999999,3.0,7.0
9744577,Test,13.0,156.0,78,M,3.0,122899.32,5.0,8.0
4919703,Test,11.0,140.0,46,U,2.0,42823.32,6.0,9.0
4843735,Control,12.0,148.0,34,M,2.0,168179.89,1.0,4.0
3145774,Test,7.0,94.0,40,U,2.0,69513.07,0.0,3.0
4304691,Control,5.0,71.0,29,U,2.0,30140.01,4.0,7.0
8297474,Test,4.0,52.0,28,U,3.0,34109.66,2.0,5.0
8581712,Control,11.0,133.0,63,M,4.0,188401.03,3.0,6.0
507618,Test,4.0,58.0,50,U,2.0,40700.49,2.0,5.0
4008126,Control,12.0,151.0,42,U,3.0,92714.15,6.0,9.0
573411,Control,21.0,255.0,52,F,2.0,130360.86,2.0,5.0
2067551,Test,10.0,123.0,38,F,2.0,105490.14,2.0,5.0
6635872,Test,13.0,156.0,26,M,2.0,28345.79,3.0,6.0
3085213,Test,7.0,86.0,42,U,2.0,29198.51,3.0,6.0
4355873,Control,23.0,285.0,26,F,2.0,55169.2,2.0,5.0
673188,Test,5.0,70.0,52,U,2.0,57647.93,1.0,4.0
6044746,Test,16.0,194.0,48,M,2.0,132816.97,3.0,6.0
639964,Test,11.0,133.0,36,F,2.0,116918.95,6.0,9.0
4549261,Test,5.0,60.0,58,M,2.0,150569.66,5.0,8.0
1551060,Test,10.0,122.0,86,F,2.0,399572.01,6.0,9.0
6232942,Control,9.0,108.0,32,M,2.0,34436.55,2.0,5.0
8689214,Test,6.0,83.0,22,U,2.0,40097.55,3.0,6.0
8020967,Control,18.0,223.0,44,M,2.0,92584.72,0.0,3.0
3025285,Control,5.0,70.0,50,U,2.0,30954.89,0.0,3.0
6363082,Control,13.0,156.0,22,M,2.0,99154.51,4.0,7.0
1989030,Control,5.0,71.0,51,U,2.0,48847.03,2.0,5.0
7374359,Control,10.0,131.0,62,M,2.0,98510.48,4.0,7.0
4740173,Control,12.0,148.0,44,F,2.0,150426.44,6.0,9.0
383168,Test,23.0,287.0,58,F,2.0,214658.94,5.0,8.0
2165259,Control,10.0,121.0,46,M,2.0,31299.4,0.0,3.0
821574,Control,24.0,288.0,30,U,2.0,34562.0,2.0,5.0
4993496,Control,10.0,128.0,54,F,2.0,25111.81,1.0,4.0
6627522,Test,18.0,227.0,58,F,2.0,1056775.54,6.0,9.0
1316298,Test,4.0,59.0,22,M,2.0,43126.72,1.0,4.0
4794611,Test,16.0,193.0,58,F,2.0,252052.0,6.0,9.0
4085994,Control,14.0,178.0,42,M,2.0,88120.04999999999,2.0,5.0
1678102,Control,7.0,86.0,26,U,2.0,66595.88,1.0,5.0
1763497,Test,7.0,88.0,28,U,3.0,151746.9,3.0,6.0
6290102,Test,15.0,184.0,32,F,2.0,56030.42,0.0,3.0
4542546,Control,5.0,71.0,55,U,2.0,54789.28,4.0,7.0
1358693,Test,7.0,94.0,27,U,2.0,46365.82,0.0,3.0
9119345,Control,16.0,196.0,42,M,3.0,240635.14,1.0,4.0
7309488,Test,13.0,164.0,42,M,3.0,165128.18,3.0,6.0
4895515,Test,6.0,78.0,34,U,3.0,43595.7,0.0,3.0
8876607,Control,8.0,106.0,56,M,2.0,36013.369999999995,0.0,3.0
9764698,Test,16.0,195.0,66,F,2.0,27749.83,2.0,5.0
7325341,Control,6.0,79.0,19,U,2.0,46146.6,0.0,3.0
1862061,Test,13.0,157.0,54,M,2.0,407569.86,6.0,9.0
5654713,Test,4.0,57.0,25,U,2.0,39411.75,4.0,7.0
1935338,Control,5.0,70.0,57,F,2.0,96125.97,2.0,5.0
5537155,Test,9.0,113.0,26,X,2.0,25380.34,1.0,4.0
3835773,Test,15.0,185.0,41,U,2.0,54530.72,2.0,5.0
9623521,Control,5.0,68.0,51,U,2.0,55646.22,1.0,4.0
8355598,Control,8.0,107.0,30,M,4.0,256457.95,6.0,9.0
8417026,Control,14.0,169.0,66,M,2.0,243223.33,6.0,9.0
4279620,Test,14.0,174.0,38,F,2.0,85397.16,2.0,5.0
5115220,Test,8.0,106.0,60,U,2.0,34398.57,0.0,3.0
6092194,Control,5.0,65.0,34,F,2.0,62889.23,3.0,6.0
8962152,Control,11.0,141.0,58,M,2.0,4753214.1,6.0,9.0
1240899,Control,18.0,224.0,28,M,3.0,61207.42,2.0,5.0
6044594,Test,18.0,221.0,52,M,2.0,86384.43,1.0,4.0
9034701,Test,6.0,72.0,22,M,2.0,26574.34,2.0,5.0
9296475,Test,6.0,75.0,52,U,2.0,49330.46,2.0,5.0
5103477,Control,9.0,112.0,68,F,2.0,116125.45,6.0,9.0
8838405,Test,14.0,178.0,54,F,2.0,78245.76,4.0,7.0
6079256,Test,6.0,75.0,56,F,2.0,165313.84000000003,5.0,8.0
8708231,Test,15.0,189.0,44,F,2.0,203689.06,2.0,5.0
3751108,Test,12.0,145.0,33,F,2.0,59940.8,0.0,3.0
7945614,Control,6.0,82.0,54,U,2.0,25805.46,3.0,6.0
1808108,Control,27.0,326.0,58,F,2.0,200777.0,3.0,6.0
3672046,Test,5.0,67.0,78,U,2.0,90948.66,0.0,3.0
7583768,Control,6.0,72.0,54,U,2.0,224314.73,4.0,7.0
2215874,Test,7.0,87.0,74,U,2.0,50669.57,6.0,9.0
6494478,Control,36.0,443.0,63,M,3.0,848041.27,6.0,9.0
3711449,Control,22.0,272.0,49,M,2.0,72852.63,3.0,6.0
883773,Test,7.0,95.0,66,U,3.0,100784.38,0.0,4.0
8344580,Control,4.0,59.0,30,U,2.0,26396.14,0.0,3.0
4398041,Test,26.0,321.0,75,F,2.0,47388.52,0.0,3.0
8877536,Test,5.0,66.0,34,U,2.0,41854.4,5.0,8.0
317713,Test,4.0,59.0,24,U,2.0,52113.34,6.0,9.0
1927142,Test,12.0,152.0,40,U,3.0,49441.56,2.0,5.0
1131760,Control,4.0,58.0,62,U,2.0,27348.96,0.0,3.0
9411433,Test,12.0,152.0,30,F,2.0,45022.34,0.0,3.0
7465149,Control,8.0,107.0,75,F,2.0,99991.04,1.0,4.0
4825669,Test,4.0,58.0,38,U,2.0,30631.73,3.0,6.0
9103722,Test,6.0,79.0,28,M,3.0,34780.119999999995,6.0,9.0
3393414,Control,15.0,191.0,38,F,2.0,33958.6,1.0,4.0
1434291,Test,7.0,90.0,40,U,3.0,39020.85,4.0,7.0
6488226,Control,6.0,81.0,66,U,2.0,755141.56,1.0,4.0
7898712,Test,25.0,302.0,45,M,2.0,32312.3,6.0,9.0
2869244,Test,21.0,253.0,38,U,2.0,196124.55,1.0,4.0
4795572,Test,19.0,237.0,56,F,2.0,42419.52,6.0,9.0
3789108,Test,16.0,194.0,57,F,3.0,74005.51999999999,2.0,5.0
1622083,Control,16.0,197.0,42,M,2.0,29558.08,5.0,8.0
6571032,Control,15.0,181.0,55,M,2.0,34438.38,6.0,9.0
5101135,Test,6.0,81.0,34,U,2.0,54216.65,4.0,7.0
4303434,Test,26.0,316.0,83,M,2.0,178880.59999999998,6.0,9.0
8328204,Test,26.0,322.0,55,M,2.0,219498.51,2.0,5.0
3885325,Test,10.0,121.0,66,M,2.0,145423.59,3.0,6.0
517642,Test,25.0,311.0,73,F,2.0,383382.33,5.0,8.0
6250513,Control,4.0,57.0,57,U,2.0,123516.34,2.0,5.0
3827314,Test,7.0,89.0,48,U,2.0,40631.3,5.0,8.0
7469760,Control,4.0,59.0,72,U,3.0,68354.73999999999,6.0,9.0
3265750,Test,44.0,532.0,18,M,3.0,45575.97,3.0,6.0
866150,Control,5.0,70.0,46,U,2.0,54149.38,0.0,3.0
1501990,Test,21.0,252.0,62,M,4.0,172038.93,1.0,4.0
5387318,Test,12.0,154.0,30,F,2.0,49349.5,1.0,4.0
497019,Test,7.0,92.0,24,U,2.0,37630.87,5.0,8.0
395152,Test,23.0,281.0,63,F,2.0,205872.08,1.0,4.0
1379581,Test,10.0,128.0,58,M,2.0,72390.9,1.0,4.0
8946966,Test,15.0,191.0,56,F,2.0,68118.58,1.0,4.0
6594813,Control,20.0,251.0,51,F,2.0,33390.77,3.0,6.0
5200656,Control,21.0,252.0,59,F,2.0,111187.16,2.0,5.0
751201,Control,12.0,145.0,72,F,2.0,47048.72,2.0,5.0
9730984,Control,20.0,247.0,50,M,3.0,238057.55,6.0,9.0
5327642,Test,5.0,70.0,42,U,2.0,29185.48,0.0,3.0
9939253,Control,10.0,121.0,66,M,2.0,456385.6,2.0,5.0
1425263,Control,10.0,124.0,26,M,2.0,70155.29999999999,3.0,6.0
9493249,Test,21.0,257.0,73,F,2.0,89903.73,2.0,5.0
168539,Test,4.0,59.0,18,U,2.0,28366.1,2.0,5.0
3295995,Control,5.0,68.0,54,U,3.0,50789.42999999999,3.0,6.0
4917843,Test,5.0,70.0,39,U,2.0,34229.72,2.0,5.0
9935587,Test,14.0,170.0,56,F,2.0,28909.41,6.0,9.0
9168213,Test,8.0,100.0,51,F,2.0,201667.36,4.0,7.0
3083585,Test,7.0,85.0,36,U,2.0,136466.76,6.0,9.0
6616714,Test,6.0,80.0,37,U,2.0,59280.95,4.0,7.0
3653861,Control,10.0,128.0,43,M,2.0,60525.94,6.0,9.0
4521081,Test,8.0,96.0,22,F,2.0,42242.45,1.0,4.0
7128566,Test,10.0,122.0,70,F,3.0,88000.2,4.0,7.0
5181289,Test,6.0,80.0,51,U,2.0,267190.71,1.0,4.0
4981705,Test,6.0,73.0,43,U,2.0,287545.16,6.0,9.0
8695557,Test,12.0,150.0,36,F,3.0,42734.86,0.0,3.0
636206,Control,3.0,37.0,53,U,2.0,31332.57,1.0,4.0
3365267,Control,12.0,154.0,74,F,2.0,86555.23,2.0,5.0
84624,Control,20.0,243.0,46,U,2.0,86439.87,1.0,4.0
8230414,Test,8.0,106.0,58,F,4.0,175649.2,4.0,7.0
2678732,Control,13.0,167.0,38,M,2.0,50666.59,1.0,4.0
8287199,Test,22.0,275.0,60,F,2.0,63323.38,0.0,3.0
8593582,Test,6.0,72.0,32,F,2.0,192872.52,3.0,6.0
6351281,Control,4.0,59.0,46,F,2.0,50558.96,2.0,5.0
2489994,Test,8.0,105.0,56,F,2.0,41334.45,6.0,9.0
9386619,Control,23.0,277.0,62,F,3.0,294629.97,6.0,9.0
4260858,Control,13.0,166.0,56,M,2.0,34326.009999999995,0.0,3.0
5390974,Control,10.0,120.0,47,F,2.0,36530.19,2.0,5.0
6175380,Control,7.0,85.0,64,U,2.0,33767.44,6.0,9.0
6255675,Test,8.0,106.0,59,F,2.0,55248.65,2.0,5.0
9793551,Control,15.0,186.0,82,F,2.0,50630.73,3.0,6.0
2738481,Test,4.0,50.0,53,U,3.0,544345.97,2.0,5.0
4058807,Test,22.0,275.0,61,M,2.0,420125.84,4.0,7.0
2574463,Test,13.0,159.0,45,M,2.0,219304.08,1.0,4.0
7729416,Control,8.0,104.0,63,F,2.0,78313.45999999999,6.0,9.0
3168759,Test,14.0,168.0,32,F,2.0,25734.97,0.0,3.0
1738184,Test,14.0,175.0,54,F,2.0,104493.77,5.0,8.0
7038132,Test,15.0,191.0,47,M,3.0,677792.2300000001,5.0,8.0
8864249,Control,24.0,288.0,56,F,2.0,58750.29,3.0,6.0
3306820,Control,6.0,76.0,34,U,2.0,30642.84,0.0,3.0
3885414,Test,15.0,182.0,22,F,2.0,40107.92,2.0,5.0
3803658,Test,5.0,70.0,62,U,2.0,79174.94,1.0,4.0
9068935,Test,10.0,129.0,54,F,3.0,46281.45,6.0,9.0
5926181,Control,22.0,275.0,54,F,3.0,252474.72,5.0,8.0
6601357,Control,8.0,103.0,20,U,2.0,29405.31,1.0,5.0
4537934,Test,5.0,64.0,22,U,2.0,29726.07,6.0,9.0
971861,Control,14.0,171.0,62,F,2.0,114575.06,3.0,6.0
1902791,Control,5.0,66.0,28,U,2.0,48134.89,6.0,9.0
125679,Control,4.0,58.0,22,U,3.0,77553.06,4.0,7.0
7278892,Control,15.0,182.0,57,M,2.0,100751.67,2.0,5.0
2532328,Control,15.0,190.0,59,F,2.0,47394.4,4.0,7.0
5154738,Test,4.0,58.0,38,U,3.0,33290.98,0.0,4.0
883820,Control,7.0,89.0,38,U,2.0,44788.72,4.0,7.0
1231045,Test,7.0,84.0,54,U,2.0,44363.24,1.0,4.0
5659496,Test,9.0,109.0,30,M,2.0,76544.0,2.0,5.0
8281229,Control,5.0,61.0,67,F,2.0,27459.38,4.0,7.0
4150418,Control,21.0,258.0,67,F,3.0,1353228.92,4.0,7.0
5863395,Test,9.0,119.0,56,F,2.0,29568.98,0.0,3.0
3723932,Control,7.0,87.0,61,U,2.0,79793.45999999999,6.0,9.0
150095,Test,8.0,100.0,26,M,2.0,42303.69,6.0,9.0
699753,Test,17.0,207.0,58,M,2.0,126364.52,5.0,8.0
8199978,Test,14.0,170.0,52,M,2.0,46560.85,6.0,9.0
9110521,Control,21.0,252.0,70,M,2.0,31054.28,3.0,6.0
4354247,Test,8.0,102.0,30,U,2.0,50093.03,3.0,6.0
1396685,Control,5.0,70.0,38,U,2.0,98843.03,5.0,8.0
798688,Test,15.0,189.0,38,M,2.0,57699.79,2.0,5.0
2292390,Test,9.0,111.0,31,M,3.0,504282.48,5.0,8.0
2296919,Control,13.0,159.0,38,M,2.0,34283.45,1.0,4.0
1401686,Test,4.0,59.0,50,U,2.0,99937.07,0.0,3.0
4368053,Test,15.0,186.0,36,F,3.0,62491.7,5.0,8.0
256325,Test,9.0,111.0,37,U,2.0,91299.41,6.0,9.0
3705680,Test,9.0,119.0,70,M,2.0,95504.81,3.0,6.0
7343230,Test,15.0,188.0,36,F,2.0,98987.35,1.0,4.0
2881353,Test,12.0,155.0,40,M,2.0,39119.11,5.0,8.0
7622618,Control,9.0,117.0,36,M,3.0,408304.41,6.0,9.0
313261,Control,6.0,83.0,51,U,2.0,108921.26,3.0,6.0
6961727,Control,12.0,148.0,45,F,2.0,130574.95,2.0,5.0
208156,Test,21.0,253.0,72,M,3.0,1080413.04,6.0,9.0
2978308,Control,9.0,113.0,49,F,2.0,114404.19,2.0,5.0
6901150,Control,22.0,268.0,20,F,2.0,35103.66,0.0,3.0
6118145,Control,9.0,115.0,83,M,2.0,117962.9,4.0,7.0
8953501,Control,14.0,179.0,59,M,2.0,35353.69,4.0,7.0
7739194,Test,13.0,157.0,66,M,3.0,691680.0800000001,6.0,9.0
6264472,Test,11.0,136.0,36,M,2.0,193312.06,4.0,7.0
5171878,Test,19.0,238.0,50,M,3.0,245188.5,6.0,9.0
5443203,Test,21.0,260.0,60,F,2.0,56776.15,2.0,5.0
5837641,Test,18.0,227.0,46,U,2.0,43249.73,3.0,6.0
1829729,Control,19.0,232.0,56,M,4.0,198264.74,3.0,6.0
8338945,Control,14.0,178.0,48,F,2.0,100673.87,2.0,5.0
4783904,Test,17.0,208.0,72,M,2.0,475570.16,0.0,3.0
3658689,Control,21.0,253.0,47,F,2.0,55850.76,6.0,9.0
6735538,Test,18.0,227.0,41,M,2.0,79653.13,3.0,6.0
3260056,Test,8.0,102.0,69,U,2.0,29575.58,5.0,8.0
3675845,Test,14.0,178.0,34,M,3.0,76386.09,2.0,5.0
138002,Test,11.0,140.0,36,M,2.0,26687.35,1.0,4.0
9287315,Test,4.0,59.0,29,M,2.0,35569.649999999994,6.0,9.0
4357442,Control,8.0,107.0,50,U,2.0,50829.34,0.0,3.0
7366818,Control,15.0,185.0,31,M,2.0,103651.7,1.0,4.0
9513675,Control,4.0,58.0,36,U,3.0,38850.5,6.0,9.0
8102436,Test,9.0,110.0,31,F,2.0,54155.73,1.0,4.0
8597986,Control,6.0,82.0,35,U,2.0,52585.14,6.0,9.0
9642676,Test,5.0,67.0,22,U,3.0,61268.27,2.0,5.0
3657224,Test,21.0,259.0,74,F,2.0,81471.67,6.0,9.0
4590365,Test,5.0,66.0,48,U,2.0,83034.70999999999,3.0,6.0
6664865,Control,7.0,91.0,33,U,2.0,60944.15,6.0,9.0
6483165,Test,4.0,57.0,68,U,2.0,44400.08,4.0,7.0
4477654,Test,33.0,397.0,62,M,2.0,117397.05,3.0,6.0
1960031,Control,5.0,71.0,42,U,3.0,63339.02,5.0,8.0
7206723,Test,30.0,362.0,58,M,2.0,30543.49,1.0,4.0
5370397,Control,4.0,57.0,47,U,2.0,43338.14,6.0,9.0
971530,Control,12.0,146.0,38,F,2.0,78886.01999999999,6.0,9.0
8578422,Control,12.0,152.0,38,M,2.0,49806.57,1.0,4.0
8738116,Test,13.0,167.0,65,M,2.0,27126.58,2.0,5.0
946169,Control,22.0,271.0,56,F,2.0,225458.87,4.0,7.0
2955767,Test,16.0,192.0,72,F,2.0,78066.11,5.0,8.0
7224638,Test,14.0,169.0,34,F,2.0,137403.41999999998,2.0,5.0
7308160,Control,25.0,310.0,53,F,2.0,40823.24,0.0,3.0
3399635,Test,22.0,274.0,54,M,3.0,547172.8200000001,6.0,9.0
7370539,Control,12.0,145.0,60,F,2.0,89385.06,6.0,9.0
1651334,Control,9.0,118.0,23,M,2.0,35102.759999999995,0.0,3.0
8953118,Test,8.0,102.0,58,F,3.0,177587.88,2.0,5.0
8054660,Control,6.0,74.0,20,U,2.0,38185.47,1.0,4.0
6946866,Test,11.0,136.0,30,F,2.0,27868.84,1.0,4.0
6463094,Test,6.0,72.0,44,U,2.0,126605.26,1.0,4.0
94778,Control,8.0,101.0,64,U,2.0,173731.26,4.0,7.0
1856397,Test,12.0,155.0,26,F,2.0,44299.08,3.0,6.0
5251417,Control,13.0,160.0,34,M,4.0,222975.44,2.0,5.0
6848035,Control,5.0,71.0,40,U,2.0,56696.03,2.0,5.0
8844053,Control,6.0,73.0,54,U,2.0,366646.49,6.0,9.0
478688,Test,15.0,187.0,56,F,3.0,170424.28999999998,3.0,6.0
7403538,Control,25.0,306.0,28,M,4.0,423239.42,6.0,9.0
3994008,Control,5.0,68.0,58,U,2.0,41795.25,2.0,5.0
129549,Control,5.0,65.0,70,U,2.0,77577.17,5.0,8.0
1285452,Control,31.0,376.0,75,M,2.0,314695.78,4.0,7.0
637085,Test,4.0,59.0,26,F,2.0,32020.03,2.0,5.0
9039291,Test,13.0,156.0,68,M,2.0,73553.01,2.0,6.0
8432629,Control,9.0,112.0,29,F,2.0,74051.11,0.0,3.0
7619941,Test,15.0,182.0,32,M,2.0,66998.04999999999,6.0,9.0
1122709,Test,5.0,70.0,40,F,3.0,118166.23,6.0,9.0
6838569,Control,4.0,59.0,21,U,2.0,52167.17999999999,3.0,6.0
4494146,Control,6.0,82.0,39,U,3.0,67683.57,2.0,5.0
7135930,Test,25.0,300.0,44,M,2.0,180668.39,1.0,4.0
4752368,Test,17.0,211.0,55,M,2.0,140319.96,4.0,7.0
6066338,Test,30.0,362.0,54,F,2.0,159241.34999999998,5.0,8.0
8310565,Control,5.0,67.0,63,M,2.0,351414.45,6.0,9.0
5750263,Test,12.0,148.0,58,F,2.0,70548.83,0.0,3.0
4113140,Test,18.0,227.0,51,M,2.0,244554.73,2.0,5.0
873650,Test,11.0,140.0,58,F,2.0,40621.33,6.0,9.0
1669360,Control,6.0,72.0,52,U,2.0,391187.24,0.0,3.0
386570,Control,11.0,133.0,40,F,2.0,132061.58000000002,6.0,9.0
8455839,Test,6.0,80.0,37,U,2.0,246616.29,6.0,9.0
9720223,Control,25.0,306.0,34,M,3.0,326394.57,6.0,9.0
4266634,Control,6.0,80.0,29,U,2.0,27612.74,6.0,9.0
9342809,Test,12.0,154.0,46,F,2.0,31074.93,0.0,3.0
1149016,Control,13.0,157.0,32,M,2.0,95846.25,1.0,4.0
8031402,Test,13.0,160.0,34,M,3.0,48895.28999999999,3.0,6.0
180425,Test,8.0,96.0,26,U,2.0,32144.53,1.0,4.0
8244744,Test,10.0,131.0,42,M,2.0,403018.99,6.0,9.0
6534022,Test,28.0,336.0,26,U,3.0,111324.49,3.0,6.0
3875884,Test,7.0,94.0,40,U,2.0,48809.88,6.0,9.0
5316980,Control,5.0,64.0,56,U,2.0,187854.23,0.0,3.0
3943876,Test,10.0,128.0,38,M,2.0,49828.52,6.0,9.0
5380969,Control,5.0,65.0,28,U,2.0,30834.5,1.0,4.0
1200684,Test,11.0,135.0,38,M,2.0,109106.43,0.0,3.0
7024985,Control,5.0,69.0,24,U,2.0,80434.48,4.0,7.0
2232360,Control,9.0,118.0,29,M,4.0,632973.1000000001,6.0,9.0
2278258,Test,6.0,75.0,24,U,2.0,42034.53999999999,3.0,6.0
7812894,Control,12.0,145.0,32,M,3.0,41920.9,5.0,8.0
2542704,Control,5.0,70.0,61,U,2.0,33956.88,1.0,4.0
7879149,Test,6.0,73.0,30,U,3.0,33320.68,1.0,4.0
415158,Control,7.0,90.0,50,U,2.0,67629.64,2.0,5.0
5382468,Control,16.0,193.0,57,F,2.0,162329.87,5.0,8.0
785285,Control,6.0,77.0,26,U,3.0,99821.99,3.0,6.0
6480906,Control,26.0,312.0,80,M,2.0,68374.48999999999,3.0,6.0
7239215,Test,10.0,120.0,30,F,2.0,99724.73,3.0,6.0
1463142,Test,10.0,129.0,44,M,3.0,105464.56,2.0,5.0
7566980,Control,9.0,112.0,28,F,2.0,66931.03,1.0,4.0
